Lon_dec,Lat_dec,Year,Scientific_name,Original_scientific_name,Depth_min,Depth_max,SST,Genus,Species,Year_extra,Month,Day
-176.98,-44.38,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",446,479,12.75,Pyrosoma,Pyrosoma atlanticum,2014,1,12
71.22,-33,1960,Pyrosomatidae,"Pyrosomatidae",0,106,18.92,,,1960,NaN,NaN
75,5,1963,Pyrosomatidae,"Pyrosomatidae",0,200,28.95,,,1963,NaN,NaN
-128.618066,51.393566,2017,Pyrosoma,"Pyrosoma",207.3,211,10.33,Pyrosoma,,NaN,NaN,NaN
46.73,2.97,1964,Pyrosomatidae,"Pyrosomatidae",0,110,26.81,,,1964,NaN,NaN
-177.95,-44.52,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",925,949,11.81,Pyrosoma,Pyrosoma atlanticum,2014,1,13
-178.52,-44.14,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",455,473,12.37,Pyrosoma,Pyrosoma atlanticum,2014,1,14
-130.556616,52.300983,2017,Pyrosoma,"Pyrosoma",168.8,173.6,10.18,Pyrosoma,,NaN,NaN,NaN
-178.74,-43.78,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",414,434,13.03,Pyrosoma,Pyrosoma atlanticum,2014,1,14
-179.42,-43.85,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",284,298,12.88,Pyrosoma,Pyrosoma atlanticum,2014,1,14
110,-20,1963,Pyrosomatidae,"Pyrosomatidae",0,200,25.69,,,1963,NaN,NaN
-129.2677,51.9332,2017,Pyrosoma,"Pyrosoma",186.5,190.9,10.26,Pyrosoma,,NaN,NaN,NaN
96.47,-1.47,1964,Pyrosomatidae,"Pyrosomatidae",0,200,29.39,,,1964,NaN,NaN
-179.17,-44.01,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",268,283,12.54,Pyrosoma,Pyrosoma atlanticum,2014,1,14
-179.88,-44.17,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",625,630,12.1,Pyrosoma,Pyrosoma atlanticum,2014,1,15
-130.011416,51.985316,2017,Pyrosoma,"Pyrosoma",134.9,139.6,10.29,Pyrosoma,,NaN,NaN,NaN
179.07,-43.79,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",448,454,12.2,Pyrosoma,Pyrosoma atlanticum,2014,1,15
176.42,-43.87,2014,Pyrosoma atlanticum,"Pyrosoma atlanticum",490,507,12.28,Pyrosoma,Pyrosoma atlanticum,2014,1,16
75.65,10.22,1965,Pyrosomatidae,"Pyrosomatidae",0,94.2,28.58,,,1965,NaN,NaN
-119,-4.95,1967,Pyrosomatidae,"Pyrosomatidae",0,188,25.76,,,1967,NaN,NaN
-130.064183,51.958133,2017,Pyrosoma,"Pyrosoma",134.3,146.1,10.29,Pyrosoma,,NaN,NaN,NaN
-103.1,14.1,1967,Pyrosomatidae,"Pyrosomatidae",0,204,28.89,,,1967,NaN,NaN
